54241,WI,6
54245,WI,6
47950,IN,4
54001,WI,7
56239,MN,7
54004,WI,7
54826,WI,7
54005,WI,3
54005,WI,7
54006,WI,7
54009,WI,7
54017,WI,7
54020,WI,7
54858,WI,7
47955,IN,4
54024,WI,7
54810,WI,7
54824,WI,7
47967,IN,4
54829,WI,7
54872,WI,7
54837,WI,7
54840,WI,7
54853,WI,7
99690,AK,0
54889,WI,7
54611,WI,7
54611,WI,3
54616,WI,3
54627,WI,3
54635,WI,7
54635,WI,3
54641,WI,7
56510,MN,7
56540,MN,7
56519,MN,7
56548,MN,7
54769,WI,3
56550,MN,7
56574,MN,7
56584,MN,7
54643,WI,3
54659,WI,3
54746,WI,7
54201,WI,8
54754,WI,7
54754,WI,3
54801,WI,7
56142,MN,7
54813,WI,7
54817,WI,7
54875,WI,7
54830,WI,7
54859,WI,7
56178,MN,7
54868,WI,7
56517,MN,7
54870,WI,7
56568,MN,7
54871,WI,7
56646,MN,7
54876,WI,7
54888,WI,7
53002,WI,5
53012,WI,5
53012,WI,6
53010,WI,5
53010,WI,6
53114,WI,1
53017,WI,5
53021,WI,5
53021,WI,6
53022,WI,5
53027,WI,5
47970,IN,4
53029,WI,5
53033,WI,5
53037,WI,5
53040,WI,5
53040,WI,6
53076,WI,5
53086,WI,5
53090,WI,5
53090,WI,6
53091,WI,5
53091,WI,6
56319,MN,7
53095,WI,5
53095,WI,6
53521,WI,2
53923,WI,6
53525,IL,16
53525,WI,1
53926,WI,6
47981,IN,4
53939,WI,6
53946,WI,6
53190,WI,1
53190,WI,5
53501,WI,2
53545,WI,2
53545,WI,1
53947,WI,6
53949,WI,6
54893,WI,7
54761,WI,3
53956,WI,5
53956,WI,6
54941,WI,6
54923,WI,6
54960,WI,6
54968,WI,6
54971,WI,6
53049,WI,6
53049,WI,8
54123,WI,8
54129,WI,8
54160,WI,8
54169,WI,8
53505,WI,1
53520,WI,2
53511,IL,16
53511,WI,1
53511,WI,2
46787,IN,3
53534,WI,2
53534,WI,5
53536,WI,2
53537,WI,2
53538,WI,1
53538,WI,5
46033,IN,5
53546,WI,1
53546,WI,2
54845,WI,7
54952,WI,6
54952,WI,8
53563,WI,1
53563,WI,2
53563,WI,5
53548,WI,2
53548,WI,1
53576,WI,2
53585,WI,1
53589,WI,2
53014,WI,6
53014,WI,8
53015,WI,6
46979,IN,4
54110,WI,6
54110,WI,8
54126,WI,6
54126,WI,8
55810,MN,8
56723,MN,7
55811,MN,8
56762,MN,7
55812,MN,8
55814,MN,8
56669,MN,8
56113,MN,7
56136,MN,7
56523,MN,7
56556,MN,7
56710,MN,7
56721,MN,7
56722,MN,7
56347,MN,7
54767,WI,3
54767,WI,7
56360,MN,7
56389,MN,7
56434,MN,8
56434,MN,7
56438,MN,7
56440,MN,7
54022,WI,3
54022,WI,7
54723,WI,3
54740,WI,3
54750,WI,3
55024,MN,2
54205,WI,8
55713,MN,8
55031,MN,2
48731,MI,10
55068,MN,2
54216,WI,8
54208,WI,6
54208,WI,8
54213,WI,8
55077,MN,2
54217,WI,8
54003,WI,3
54010,WI,3
54011,WI,3
47957,IN,4
47957,IN,2
54014,WI,3
54021,WI,3
46034,IN,5
55075,MN,2
55076,MN,2
55085,MN,2
55121,MN,2
55120,MN,2
56349,MN,7
55122,MN,2
53554,WI,3
53554,WI,2
53503,WI,2
55738,MN,8
53506,WI,2
55758,MN,8
55763,MN,8
56292,MN,7
53507,WI,2
53569,WI,2
53569,WI,3
53516,WI,2
53573,WI,2
53573,WI,3
46037,IN,5
53517,WI,2
53526,WI,2
53580,WI,2
53533,WI,2
53582,WI,2
53543,WI,3
53543,WI,2
53544,WI,2
53588,WI,2
53553,WI,2
53560,WI,2
55306,MN,2
53565,WI,2
55123,MN,2
55702,MN,8
47946,IN,4
47946,IN,2
55124,MN,2
55708,MN,8
47164,IN,9
53818,WI,2
53818,WI,3
55150,MN,2
47170,IN,6
47170,IN,9
55337,MN,2
55602,MN,8
55616,MN,8
55703,MN,8
55705,MN,8
55706,MN,8
55710,MN,8
55711,MN,8
55717,MN,8
55719,MN,8
55720,MN,8
55723,MN,8
55724,MN,8
55725,MN,8
55731,MN,8
46110,IN,6
55732,MN,8
55734,MN,8
46038,IN,5
55736,MN,8
55741,MN,8
56232,MN,7
55746,MN,8
55750,MN,8
55751,MN,8
55765,MN,8
55779,MN,8
55766,MN,8
56274,MN,7
55768,MN,8
55771,MN,8
56296,MN,7
55781,MN,8
55782,MN,8
55790,MN,8
55804,MN,8
55792,MN,8
55806,MN,8
55798,MN,8
55807,MN,8
55802,MN,8
55803,MN,8
56212,MN,7
55805,MN,8
55808,MN,8
56256,MN,7
56257,MN,7
55390,MN,6
55952,MN,1
55060,MN,1
55601,MN,8
55603,MN,8
55607,MN,8
55609,MN,8
55614,MN,8
56546,MN,7
55748,MN,8
55752,MN,8
55760,MN,8
56308,MN,7
56327,MN,7
56381,MN,7
56334,MN,7
56436,MN,8
56231,MN,7
56458,MN,8
56467,MN,8
56215,MN,7
55906,MN,1
55906,MN,2
56293,MN,7
55910,MN,1
55910,MN,2
55932,MN,1
55932,MN,2
55945,MN,2
55957,MN,2
55960,MN,2
55960,MN,1
56294,MN,7
55964,MN,1
55964,MN,2
56110,MN,1
55968,MN,2
55991,MN,2
55991,MN,1
56117,MN,1
55981,MN,2
56116,MN,1
56138,MN,1
56146,MN,1
56224,MN,7
56156,MN,1
56255,MN,7
56158,MN,1
56155,MN,1
56258,MN,7
56263,MN,7
56270,MN,7
56309,MN,7
56283,MN,7
56287,MN,7
56315,MN,7
56324,MN,7
56446,MN,7
56326,MN,7
56361,MN,7
56437,MN,7
56453,MN,7
56482,MN,7
56482,MN,8
56515,MN,7
56518,MN,7
49826,MI,1
56524,MN,7
56527,MN,7
56528,MN,7
56533,MN,7
56534,MN,7
56537,MN,7
56529,MN,7
56536,MN,7
56547,MN,7
56549,MN,7
56580,MN,7
56318,MN,8
56318,MN,7
56329,MN,6
56329,MN,8
56345,MN,8
56328,MN,8
56588,MN,7
56373,MN,8
56373,MN,6
55785,MN,8
47982,IN,4
56382,MN,7
56382,MN,8
56165,MN,1
56185,MN,1
56667,MN,8
56667,MN,7
56551,MN,7
56571,MN,7
47991,IN,4
56567,MN,7
56573,MN,7
56576,MN,7
56586,MN,7
56587,MN,7
56433,MN,8
56452,MN,8
56461,MN,8
46773,IN,3
56466,MN,7
56466,MN,8
53540,WI,2
56473,MN,8
46069,IN,4
46069,IN,5
56477,MN,7
56477,MN,8
46074,IN,5
56479,MN,7
56479,MN,8
56481,MN,7
56481,MN,8
56484,MN,8
46802,IN,3
56626,MN,8
56633,MN,8
46312,IN,1
56384,MN,8
55308,MN,6
56443,MN,7
56443,MN,8
56475,MN,8
55309,MN,6
56641,MN,8
55319,MN,6
56636,MN,8
46320,IN,1
56655,MN,8
56662,MN,8
56672,MN,8
55959,MN,1
55969,MN,1
46321,IN,1
55972,MN,1
46001,IN,5
46001,IN,6
55987,MN,1
56727,MN,7
55330,MN,6
55019,MN,2
55019,MN,1
55371,MN,6
55371,MN,8
53219,WI,4
53219,WI,5
55398,MN,8
55398,MN,6
55049,MN,1
55049,MN,2
55057,MN,1
55057,MN,2
56304,MN,6
56022,MN,1
55021,MN,1
55021,MN,2
55046,MN,1
56060,MN,1
53220,WI,4
53220,WI,5
53220,WI,1
56120,MN,1
56601,MN,7
56601,MN,8
56630,MN,7
56630,MN,8
56647,MN,8
56650,MN,8
56650,MN,7
56661,MN,8
55087,MN,1
56052,MN,1
53221,WI,4
53221,WI,5
53221,WI,1
56069,MN,1
55321,MN,6
55327,MN,3
55327,MN,6
55301,MN,6
53222,WI,4
53222,WI,5
55302,MN,6
55363,MN,6
55313,MN,6
53223,WI,4
55341,MN,6
55349,MN,6
55373,MN,6
55373,MN,3
55358,MN,6
55362,MN,6
55374,MN,6
55374,MN,3
55376,MN,6
53224,WI,4
56663,MN,8
56666,MN,7
56670,MN,8
56670,MN,7
53225,WI,4
53225,WI,5
56683,MN,8
56685,MN,7
56685,MN,8
46324,IN,1
56687,MN,7
53216,WI,4
53218,WI,4
53227,WI,4
53227,WI,5
46968,IN,2
53228,WI,4
53228,WI,5
46012,IN,5
46012,IN,6
53233,WI,4
53936,WI,3
53952,WI,3
53952,WI,6
53556,WI,3
53556,WI,2
53964,WI,3
53964,WI,6
53581,WI,2
53581,WI,3
54413,WI,7
54413,WI,3
54613,WI,3
54921,WI,3
53235,WI,4
53295,WI,4
54930,WI,3
54930,WI,6
54002,WI,7
54943,WI,3
54943,WI,6
54966,WI,3
54966,WI,6
54610,WI,3
54612,WI,3
54622,WI,3
54629,WI,3
54736,WI,3
54747,WI,3
54420,WI,7
54756,WI,3
53924,WI,3
53924,WI,2
53937,WI,3
53937,WI,2
54639,WI,3
54664,WI,3
46017,IN,6
46017,IN,5
54016,WI,7
54016,MN,4
54023,WI,7
54441,WI,7
54466,WI,3
54466,WI,7
54025,WI,7
54027,WI,7
54028,WI,7
54082,WI,7
54082,MN,4
54082,MN,6
54734,WI,7
54734,WI,3
54749,WI,7
54749,WI,3
55332,MN,7
55332,MN,1
55342,MN,7
56035,MN,1
56228,MN,7
56230,MN,7
56285,MN,7
56032,MN,1
56007,MN,1
56009,MN,1
53110,WI,4
54410,WI,3
54410,WI,7
53129,WI,5
53129,WI,1
53130,WI,1
53132,WI,1
53154,WI,4
53154,WI,1
56036,MN,1
56042,MN,1
56043,MN,1
56089,MN,1
56045,MN,1
53172,WI,4
53910,WI,3
53202,WI,4
53920,WI,3
53920,WI,6
53934,WI,3
46803,IN,3
54469,WI,3
54489,WI,7
54489,WI,3
46804,IN,3
54475,WI,3
54494,WI,3
53208,WI,4
53208,WI,5
53209,WI,4
54495,WI,3
54495,WI,7
53211,WI,4
53203,WI,4
53212,WI,4
53213,WI,4
53213,WI,5
53204,WI,4
53205,WI,4
53214,WI,4
53214,WI,5
53206,WI,4
53207,WI,4
53210,WI,4
53210,WI,5
46158,IN,4
46158,IN,9
46165,IN,4
46168,IN,4
46180,IN,4
46231,IN,4
46231,IN,7
47446,IN,8
47446,IN,9
47854,IN,8
47470,IN,8
47470,IN,9
47522,IN,8
47553,IN,8
46805,IN,3
47581,IN,8
46913,IN,4
46041,IN,4
46065,IN,4
46806,IN,3
46915,IN,4
47842,IN,8
47847,IN,8
47884,IN,8
47928,IN,8
46807,IN,3
46920,IN,4
47923,IN,4
47926,IN,4
47960,IN,4
47997,IN,4
46989,IN,6
46989,IN,5
46808,IN,3
47966,IN,8
47974,IN,8
46984,IN,2
47303,IN,6
47304,IN,6
47305,IN,6
47306,IN,6
47338,IN,6
47383,IN,6
47396,IN,6
46058,IN,4
46923,IN,4
46960,IN,2
47901,IN,4
47904,IN,4
46939,IN,2
47905,IN,4
47906,IN,4
47907,IN,4
47909,IN,4
46374,IN,4
46374,IN,2
47920,IN,4
47924,IN,4
47930,IN,4
46366,IN,2
47983,IN,4
47992,IN,4
46056,IN,6
46056,IN,5
47346,IN,6
46064,IN,5
46064,IN,6
46130,IN,6
46077,IN,4
46077,IN,5
46163,IN,6
46229,IN,6
46229,IN,7
46239,IN,6
46239,IN,7
46030,IN,5
46031,IN,5
46032,IN,5
46040,IN,6
46040,IN,5
46055,IN,6
46055,IN,5
46256,IN,7
46256,IN,5
46060,IN,5
46062,IN,5
46260,IN,7
46260,IN,5
46240,IN,5
46280,IN,5
46250,IN,5
47226,IN,6
46290,IN,5
47201,IN,6
47201,IN,9
47203,IN,6
47246,IN,6
47247,IN,6
47320,IN,6
47320,IN,3
47326,IN,3
47371,IN,3
47371,IN,6
47373,IN,6
47373,IN,3
47380,IN,6
47380,IN,3
47633,IN,8
47280,IN,6
47638,IN,8
47612,IN,8
47838,IN,8
47616,IN,8
47631,IN,8
47858,IN,8
47620,IN,8
47712,IN,8
47381,IN,3
47390,IN,6
47390,IN,3
46990,IN,2
47849,IN,8
47850,IN,8
46809,IN,3
47855,IN,8
46814,IN,3
47861,IN,8
47865,IN,8
47550,IN,8
47879,IN,8
53057,WI,6
47882,IN,8
53019,WI,6
46103,IN,4
53919,WI,6
53931,WI,6
54932,WI,6
54935,WI,6
54937,WI,6
54974,WI,6
46112,IN,4
46112,IN,5
46113,IN,4
46113,IN,7
46113,IN,9
46118,IN,4
46121,IN,4
47837,IN,8
46122,IN,4
46123,IN,4
47557,IN,8
47512,IN,8
47516,IN,8
47846,IN,8
47524,IN,8
47528,IN,8
47853,IN,8
47535,IN,8
47857,IN,8
47561,IN,8
47531,IN,8
47578,IN,8
46057,IN,4
47881,IN,8
47591,IN,8
47523,IN,8
47596,IN,8
47597,IN,8
46392,IN,4
46039,IN,4
47017,IN,6
47023,IN,6
47034,IN,6
47042,IN,6
47037,IN,6
46914,IN,2
46815,IN,3
47542,IN,8
47584,IN,8
47564,IN,8
47585,IN,8
47590,IN,8
47567,IN,8
46910,IN,2
47598,IN,8
47619,IN,8
46951,IN,2
47640,IN,8
46958,IN,2
47660,IN,8
47340,IN,6
47355,IN,6
46959,IN,2
47382,IN,6
47394,IN,6
47532,IN,8
47536,IN,8
47537,IN,8
47541,IN,8
47552,IN,8
47577,IN,8
47579,IN,8
47588,IN,8
46534,IN,2
46825,IN,3
47601,IN,8
47611,IN,8
46531,IN,2
47634,IN,8
47635,IN,8
47637,IN,8
47003,IN,6
47325,IN,6
46835,IN,3
47420,IN,9
47437,IN,9
54128,WI,8
47421,IN,9
47451,IN,9
47467,IN,9
47166,IN,9
47110,IN,9
47124,IN,9
47921,IN,4
47112,IN,9
46356,IN,1
47114,IN,9
47942,IN,4
47115,IN,9
47142,IN,9
47160,IN,9
47117,IN,9
47122,IN,9
47135,IN,9
47136,IN,9
54406,WI,3
54407,WI,3
54423,WI,3
54458,WI,3
54467,WI,3
54481,WI,3
46703,IN,3
54482,WI,3
46737,IN,3
54909,WI,3
54909,WI,6
47125,IN,9
54984,WI,3
54984,WI,6
47469,IN,9
47108,IN,9
47980,IN,4
47118,IN,8
47118,IN,9
47140,IN,9
47175,IN,9
47432,IN,8
47432,IN,9
47995,IN,4
46404,IN,1
47452,IN,9
46405,IN,1
46406,IN,1
47454,IN,9
46711,IN,3
47527,IN,9
47527,IN,8
46772,IN,3
47925,IN,4
47929,IN,4
47959,IN,4
46407,IN,1
47138,IN,6
46408,IN,1
47243,IN,6
46409,IN,1
47264,IN,9
47401,IN,9
47403,IN,8
47403,IN,9
47404,IN,8
47404,IN,9
47405,IN,9
47406,IN,9
47408,IN,9
47429,IN,9
47433,IN,8
47433,IN,9
47436,IN,9
47448,IN,9
47458,IN,9
47460,IN,8
47460,IN,9
47462,IN,9
47462,IN,8
47464,IN,9
46373,IN,1
47468,IN,9
46076,IN,5
46071,IN,4
46901,IN,2
46901,IN,4
46901,IN,5
46902,IN,4
46902,IN,5
46052,IN,4
46052,IN,5
46375,IN,1
46376,IN,1
46075,IN,4
46075,IN,5
46268,IN,7
46268,IN,5
53928,WI,6
53935,WI,6
53955,WI,6
47116,IN,8
47116,IN,9
53960,WI,6
47137,IN,9
47137,IN,8
53969,WI,6
47123,IN,9
54127,WI,8
47145,IN,9
47513,IN,8
54166,WI,8
54416,WI,8
54948,WI,8
54450,WI,8
54928,WI,8
46721,IN,3
46705,IN,3
46742,IN,3
46785,IN,3
46793,IN,3
53050,WI,5
53050,WI,6
46928,IN,5
46930,IN,5
46933,IN,5
46938,IN,5
46953,IN,5
46303,IN,1
46319,IN,1
46322,IN,1
46323,IN,1
46327,IN,1
46957,IN,5
46986,IN,5
46377,IN,1
46987,IN,5
47263,IN,6
46394,IN,1
46402,IN,1
47272,IN,6
46403,IN,1
47885,IN,8
47880,IN,8
48725,MI,10
47876,IN,8
48726,MI,10
47874,IN,8
47871,IN,8
54463,WI,7
54529,WI,7
54531,WI,7
54539,WI,7
54562,WI,7
48720,MI,10
46996,IN,2
46996,IN,4
46985,IN,2
46985,IN,4
46574,IN,2
53003,WI,5
53006,WI,6
53016,WI,5
53032,WI,5
53032,WI,6
53034,WI,5
53035,WI,5
53035,WI,6
53039,WI,5
53047,WI,5
53048,WI,5
53048,WI,6
54814,WI,7
54827,WI,7
54832,WI,7
54839,WI,7
47803,IN,8
54844,WI,7
54847,WI,7
54891,WI,7
54865,WI,7
47359,IN,3
47863,IN,8
53078,WI,5
47834,IN,8
47809,IN,8
53059,WI,5
53065,WI,6
46554,IN,2
53098,WI,5
53557,WI,5
46552,IN,2
53579,WI,5
53933,WI,6
53916,WI,5
53916,WI,6
47805,IN,8
53922,WI,6
53932,WI,5
53932,WI,6
47804,IN,8
53963,WI,6
47807,IN,8
47802,IN,8
47393,IN,6
46926,IN,4
46926,IN,2
46932,IN,2
46932,IN,4
47374,IN,6
46947,IN,4
47360,IN,6
47358,IN,6
46950,IN,4
46970,IN,2
46970,IN,4
46978,IN,4
46978,IN,2
46994,IN,4
46998,IN,4
47345,IN,6
47341,IN,6
47339,IN,6
47335,IN,6
47330,IN,6
47327,IN,6
47324,IN,6
46532,IN,2
46391,IN,1
46371,IN,2
46365,IN,2
46360,IN,1
46350,IN,1
46350,IN,2
46348,IN,1
46348,IN,2
46346,IN,2
49082,MI,7
49220,MI,7
49227,MI,7
49232,MI,7
49233,MI,7
54625,WI,3
46570,IN,2
54630,WI,3
54760,WI,3
54773,WI,3
46345,IN,2
46563,IN,2
46539,IN,2
46537,IN,2
46536,IN,2
46511,IN,2
46506,IN,2
46504,IN,2
46501,IN,2
54733,WI,7
54805,WI,7
54812,WI,7
54822,WI,7
54841,WI,7
54857,WI,7
49242,MI,7
49246,MI,7
49247,MI,7
49249,MI,7
49250,MI,7
49252,MI,7
49252,MI,3
49255,MI,7
49262,MI,7
49266,MI,7
49271,MI,7
49288,MI,7
49274,MI,7
54759,WI,3
49282,MI,7
48735,MI,10
48755,MI,10
48754,MI,10
48467,MI,10
48759,MI,10
48413,MI,10
47438,IN,8
48767,MI,10
48767,MI,0
48432,MI,10
47441,IN,8
48441,MI,10
48445,MI,10
48456,MI,10
48468,MI,10
47443,IN,8
47449,IN,8
48470,MI,10
47453,IN,8
48475,MI,10
47424,IN,8
47457,IN,8
47459,IN,8
47465,IN,8
47613,IN,8
47471,IN,8
47529,IN,8
47648,IN,8
47649,IN,8
47848,IN,8
47665,IN,8
47666,IN,8
47670,IN,8
47683,IN,8
49701,MI,1
49705,MI,1
49706,MI,1
46725,IN,3
49716,MI,1
49717,MI,1
46763,IN,3
49718,MI,1
49721,MI,1
49749,MI,1
49725,MI,1
49710,MI,1
49715,MI,1
49726,MI,1
49724,MI,1
49728,MI,1
49768,MI,1
49736,MI,1
49748,MI,1
49752,MI,1
46710,IN,3
46562,IN,3
46701,IN,3
46732,IN,2
46732,IN,3
46755,IN,3
46760,IN,3
46784,IN,3
46794,IN,3
48849,MI,3
48849,MI,7
49755,MI,1
49765,MI,1
49769,MI,1
49791,MI,1
49021,MI,3
49021,MI,7
49795,MI,1
49046,MI,3
49799,MI,1
46714,IN,3
46731,IN,3
49801,MI,1
49050,MI,3
49802,MI,1
49807,MI,1
49815,MI,1
49831,MI,1
49073,MI,7
49073,MI,3
49834,MI,1
49325,MI,3
49774,MI,1
49780,MI,1
49783,MI,1
49788,MI,1
47969,IN,4
49793,MI,1
47525,IN,8
48897,MI,7
48897,MI,3
47551,IN,8
49017,MI,3
47574,IN,8
49058,MI,3
47576,IN,8
46740,IN,3
49060,MI,6
49060,MI,3
47356,IN,6
47356,IN,5
49080,MI,6
49080,MI,3
49083,MI,6
49083,MI,3
49316,MI,6
49316,MI,3
49333,MI,6
49333,MI,3
49852,MI,1
47514,IN,8
46050,IN,4
46050,IN,5
47515,IN,8
49344,MI,6
49344,MI,3
46068,IN,5
47520,IN,8
47361,IN,6
46759,IN,3
46766,IN,3
46781,IN,3
47387,IN,6
46791,IN,3
46799,IN,3
49870,MI,1
47388,IN,6
49873,MI,1
46115,IN,6
49876,MI,1
49877,MI,1
49881,MI,1
46127,IN,6
49348,MI,6
49348,MI,3
46104,IN,6
46349,IN,4
47586,IN,8
49892,MI,1
48617,MI,4
46922,IN,2
46931,IN,2
46975,IN,2
46140,IN,6
46140,IN,7
46146,IN,6
46072,IN,5
46148,IN,6
46150,IN,6
46155,IN,6
46771,IN,3
46161,IN,6
46173,IN,6
47240,IN,6
47352,IN,6
46776,IN,3
48622,MI,4
48624,MI,4
48625,MI,4
46036,IN,5
46045,IN,5
48632,MI,4
46047,IN,5
46105,IN,4
46128,IN,4
46786,IN,3
46135,IN,4
46135,IN,8
46171,IN,4
46172,IN,4
46175,IN,4
46175,IN,8
47951,IN,4
47840,IN,4
47840,IN,8
47427,IN,8
47963,IN,4
47872,IN,4
47872,IN,8
47964,IN,4
48633,MI,4
46544,IN,2
47431,IN,8
47455,IN,8
78579,TX,34
47833,IN,8
47841,IN,8
49744,MI,1
49746,MI,1
47868,IN,4
47868,IN,8
47711,IN,8
48762,MI,1
78589,TX,34
78589,TX,15
49707,MI,1
49747,MI,1
49753,MI,1
49766,MI,1
49665,MI,4
49777,MI,1
49776,MI,1
47165,IN,9
46126,IN,6
47167,IN,9
46176,IN,6
47234,IN,6
47521,IN,8
47546,IN,8
47580,IN,8
49861,MI,1
49908,MI,1
49919,MI,1
47715,IN,8
49946,MI,1
49958,MI,1
49962,MI,1
49970,MI,1
46011,IN,5
46016,IN,5
46044,IN,5
46048,IN,5
46051,IN,5
46063,IN,5
46070,IN,5
49806,MI,1
47720,IN,8
49816,MI,1
47708,IN,8
49822,MI,1
49825,MI,1
49839,MI,1
49855,MI,1
49862,MI,1
49878,MI,1
49883,MI,1
49884,MI,1
49885,MI,1
49891,MI,1
49895,MI,1
47993,IN,4
47710,IN,8
47713,IN,8
47725,IN,8
47714,IN,8
54967,WI,6
47010,IN,6
54970,WI,6
47006,IN,6
47016,IN,6
47024,IN,6
47030,IN,6
47035,IN,6
47036,IN,6
47331,IN,6
46545,IN,2
47353,IN,6
47104,IN,9
48806,MI,4
47106,IN,9
47119,IN,9
48847,MI,4
47111,IN,9
46946,IN,2
47126,IN,9
47129,IN,9
46704,IN,3
48874,MI,4
47130,IN,9
47141,IN,9
46745,IN,3
47143,IN,9
47147,IN,6
47147,IN,9
47150,IN,9
47162,IN,9
47163,IN,9
47172,IN,9
47177,IN,6
47177,IN,9
46911,IN,2
46748,IN,3
46941,IN,2
46943,IN,2
34120,FL,25
46706,IN,3
46723,IN,3
46765,IN,3
46733,IN,3
46741,IN,3
46743,IN,3
34137,FL,25
46774,IN,3
46777,IN,3
46788,IN,3
46797,IN,3
46798,IN,3
46962,IN,2
46962,IN,3
46974,IN,2
46982,IN,2
46982,IN,3
46992,IN,2
46383,IN,1
47011,IN,6
47020,IN,6
47038,IN,6
47040,IN,6
47944,IN,4
47043,IN,6
47224,IN,6
47250,IN,6
46816,IN,3
46818,IN,3
46819,IN,3
46845,IN,3
47102,IN,6
47102,IN,9
33316,FL,22
33316,FL,23
47220,IN,9
47971,IN,4
47235,IN,9
47975,IN,4
47260,IN,9
47977,IN,4
47639,IN,8
47281,IN,9
47917,IN,4
47001,IN,6
47283,IN,6
47012,IN,6
46106,IN,9
47018,IN,6
47022,IN,6
47025,IN,6
